
,aX,aY,aZ,gX,gY,gZ,roll,pitch,yaw,vi
10,11.15,45.66,-11.52,2.14,2.6,0.66,105.29,35.0,107.27,0.13
11,11.15,44.87,-13.54,-3.63,0.13,0.66,105.29,35.0,107.27,0.13
12,11.15,44.87,-13.54,-3.63,0.13,-0.63,107.28,38.37,107.13,0.13
13,9.55,44.99,-13.54,-3.63,0.13,-0.63,107.28,38.37,107.13,0.29
14,9.55,44.99,-14.91,-1.42,1.01,0.4,107.28,38.37,107.13,0.29
15,9.55,44.99,-14.91,-1.42,1.01,0.4,109.0,34.03,107.16,0.29
16,12.52,43.7,-14.86,-1.42,1.01,0.4,109.0,34.03,107.16,0.84
17,12.52,43.7,-14.86,0.18,1.34,-0.05,108.15,34.03,107.16,0.84
18,9.93,43.7,-14.86,0.18,1.34,-0.05,108.15,41.3,107.13,0.3
19,9.93,43.52,-16.06,-1.41,1.49,-0.05,108.15,41.3,107.13,0.3
20,9.93,43.52,-16.06,-1.41,1.49,0.74,109.85,34.63,107.32,0.3
21,9.55,35.17,-16.06,-1.41,1.49,0.74,109.85,34.63,107.32,0.32
22,9.55,35.17,-42.97,9.48,10.17,-0.74,109.85,34.63,107.32,0.32
23,9.55,35.17,-42.97,9.48,10.17,-0.74,145.38,14.63,107.33,-0.49
24,10.28,14.6,-54.07,9.48,10.17,-0.74,145.38,14.63,107.33,-0.49

0,13.53,43.92,-14.67,-0.12,1.86,0.26,108.08,43.92,98.68,1.06
1,13.53,43.92,-14.67,-0.12,1.86,0.26,108.08,43.92,98.8,0.19
2,13.02,43.68,-11.81,1.44,1.86,0.26,108.08,43.92,98.8,0.19
3,13.02,43.68,-11.81,1.44,3.05,0.99,105.56,46.87,98.8,0.19
4,14.55,44.81,-11.81,1.44,3.05,0.99,105.56,46.87,98.92,0.16
5,14.55,44.81,-13.99,-1.6,3.2,0.7,105.56,46.87,98.92,0.16
6,14.55,44.81,-13.99,-1.6,3.2,0.7,106.6,44.95,99.06,0.16
7,13.37,44.21,-11.62,-1.6,3.2,0.7,106.6,44.95,99.06,-1.02
8,13.37,44.21,-11.62,0.09,2.67,0.84,106.03,47.4,99.06,-1.02
9,13.37,44.21,-11.62,0.09,2.67,0.84,106.03,47.4,99.28,1.16
10,13.09,44.47,-13.73,-0.19,2.67,0.84,106.03,47.4,99.28,1.16
11,13.09,44.47,-13.73,-0.19,1.23,2.15,105.57,42.65,99.28,1.16
12,13.09,44.47,-13.73,-0.19,1.23,2.15,105.57,42.65,99.59,0.09
13,14.0,43.49,-14.93,-1.32,2.42,2.15,105.57,42.65,99.59,0.09
14,14.0,43.49,-14.93,-1.32,2.42,0.52,108.68,43.76,99.59,0.09
15,14.0,43.49,-14.93,-1.32,2.42,0.52,108.68,43.76,99.75,-0.49
16,11.4,44.34,-11.52,2.99,2.42,0.52,108.68,43.76,99.75,-0.49
17,11.4,44.34,-11.52,2.99,2.32,1.79,106.49,43.45,99.75,-0.49
18,11.4,44.34,-11.52,2.99,2.32,1.79,106.49,43.45,100.07,0.71
19,12.39,40.07,-26.94,4.1,2.32,1.79,106.49,43.45,100.07,0.71
20,12.39,40.07,-26.94,4.1,5.26,1.14,123.7,27.07,100.07,0.71
21,12.39,40.07,-26.94,4.1,5.26,1.14,123.7,27.07,100.24,0.21
22,13.54,18.44,-65.55,4.1,5.26,1.14,123.7,27.07,100.24,0.21
23,13.54,18.44,-65.55,42.49,18.47,-0.33,123.7,27.07,100.24,0.21
24,13.54,18.44,-65.55,42.49,18.47,-0.33,46.55,132.09,100.19,0.33

0,9.16,44.3,-13.45,-1.26,0.18,2.08,108.2,36.28,108.3,0.77
1,9.16,44.3,-13.45,-1.26,0.18,1.32,107.11,34.4,108.3,0.77
2,11.32,43.99,-19.29,-1.26,0.18,1.32,107.11,34.4,108.61,0.21
3,11.32,43.99,-19.29,-2.74,0.23,1.06,111.89,34.4,108.61,0.21
4,11.32,43.99,-19.29,-2.74,0.23,1.06,111.89,31.39,108.78,-0.31
5,10.34,44.9,-12.66,1.41,0.23,1.06,111.89,31.39,108.78,-0.31
6,10.34,44.9,-12.66,1.41,1.64,0.9,105.93,31.39,108.78,-0.31
7,10.34,44.9,-12.66,1.41,1.64,0.9,105.93,37.57,109.04,-0.17
8,10.92,44.22,-16.85,-2.5,1.64,0.9,105.93,37.57,109.04,-0.17
9,10.92,44.22,-16.85,-2.5,-0.47,0.11,111.89,30.9,109.04,-0.17
10,9.38,44.22,-16.85,-2.5,-0.47,0.11,111.89,30.9,109.1,-0.22
11,9.38,43.33,-18.32,0.06,0.75,0.11,111.89,30.9,109.1,-0.22
12,9.38,43.33,-18.32,0.06,0.75,-0.09,112.22,33.98,109.17,-0.22
13,9.02,43.33,-18.32,0.06,0.75,-0.09,112.22,33.98,109.17,0.26
14,9.02,43.8,-12.48,7.19,0.75,-0.09,112.22,33.98,109.17,0.26
15,9.02,43.8,-12.48,7.19,1.68,1.94,106.43,37.13,109.17,0.26
16,11.32,42.8,-12.48,7.19,1.68,1.94,106.43,37.13,109.4,0.83
17,11.32,42.8,-14.18,3.45,0.63,0.97,106.43,37.13,109.4,0.83
18,11.32,42.8,-14.18,3.45,0.63,0.97,107.69,38.1,109.55,-0.84
19,8.61,37.54,-31.22,3.45,0.63,0.97,107.69,38.1,109.55,-0.84
20,8.61,37.54,-31.22,11.69,8.14,0.22,107.69,38.1,109.55,-0.84
21,8.61,37.54,-31.22,11.69,8.14,0.22,129.8,17.29,109.73,0.33
22,10.09,20.03,-68.23,11.69,8.14,0.22,129.8,17.29,109.73,0.33
23,10.09,20.03,-68.23,27.45,18.54,-1.46,171.31,17.29,109.73,0.33
24,10.09,20.03,-68.23,27.45,18.54,-1.46,171.31,7.85,109.58,0.08

0,7.85,44.88,-13.06,-3.88,0.86,-0.32,114.85,29.79,97.2,0.03
1,7.85,44.88,-13.06,-3.88,0.86,2.35,106.5,36.01,97.48,0.28
2,7.87,44.87,-13.06,-3.88,0.86,2.35,106.5,36.01,97.48,0.28
3,7.87,44.87,-15.75,-0.31,2.03,3.63,106.5,36.01,97.48,0.28
4,7.87,44.87,-15.75,-0.31,2.03,3.63,109.62,26.59,97.93,0.23
5,8.35,44.87,-15.75,-0.31,2.03,3.63,109.62,26.59,97.93,0.23
6,8.35,45.12,-9.86,3.08,3.93,3.63,109.62,26.59,97.93,0.23
7,8.35,45.12,-9.86,3.08,3.93,0.94,102.61,38.68,98.24,0.23
8,9.86,44.71,-17.63,3.08,3.93,0.94,102.61,38.68,98.24,0.03
9,9.86,44.71,-17.63,-2.86,2.05,0.09,110.62,38.68,98.24,0.03
10,9.86,44.71,-17.63,-2.86,2.05,0.09,110.62,26.31,98.24,0.14
11,10.38,44.35,-11.32,-2.86,2.05,0.09,110.62,26.31,98.24,0.14
12,10.38,44.35,-11.32,1.01,2.25,-0.4,110.62,26.31,98.24,0.14
13,10.38,44.35,-11.32,1.01,2.25,-0.4,105.9,33.98,98.19,0.14
14,9.57,44.25,-11.32,1.01,2.25,-0.4,105.9,33.98,98.19,-1.0
15,9.57,44.25,-14.56,0.91,2.97,0.17,105.9,33.98,98.19,-1.0
16,9.57,44.25,-14.56,0.91,2.97,0.17,107.21,33.32,98.22,-0.05
17,9.3,44.87,-11.54,0.66,2.97,0.17,107.21,33.32,98.22,-0.05
18,9.3,44.87,-11.54,0.66,1.97,-0.34,104.74,38.92,98.23,-0.05
19,10.55,44.9,-11.54,0.66,1.97,-0.34,104.74,38.92,98.23,0.13
20,10.55,44.9,-14.82,2.4,2.44,1.81,104.74,38.92,98.23,0.13
21,10.55,44.9,-14.82,2.4,2.44,1.81,108.61,32.15,98.36,0.24
22,9.4,41.8,-16.93,2.4,2.44,1.81,108.61,32.15,98.36,0.24
23,9.4,41.8,-16.93,5.86,4.81,1.14,113.6,32.15,98.36,0.24
24,9.4,41.8,-16.93,5.86,4.81,1.14,113.6,27.04,98.57,-1.07

0,13.43,44.3,-16.56,-0.24,0.67,2.1,108.13,40.74,77.71,0.01
1,12.53,44.3,-16.56,-0.24,0.67,2.1,108.13,40.74,77.71,-1.17
2,12.53,44.78,-7.04,1.53,1.97,2.1,108.13,40.74,77.71,-1.17
3,12.53,44.78,-7.04,1.53,1.97,1.57,102.58,54.96,78.05,-1.17
4,12.14,45.69,-7.04,1.53,1.97,1.57,102.58,54.96,78.05,1.47
5,12.14,45.69,-12.52,1.74,2.6,2.88,102.58,54.96,78.05,1.47
6,12.14,45.69,-12.52,1.74,2.6,2.88,105.78,41.16,78.37,0.22
7,13.75,44.83,-12.53,1.74,2.6,2.88,105.78,41.16,78.37,0.22
8,13.75,44.83,-12.53,-3.05,-0.05,0.29,104.68,41.16,78.37,0.22
9,13.75,44.83,-12.53,-3.05,-0.05,0.29,104.68,48.26,78.52,0.02
10,11.95,45.55,-10.9,0.53,-0.05,0.29,104.68,48.26,78.52,0.02
11,11.95,45.55,-10.9,0.53,1.68,2.45,104.68,48.26,78.52,0.02
12,11.95,45.55,-10.9,0.53,1.68,2.45,103.01,50.14,78.87,-0.09
13,11.06,45.47,-13.08,-2.81,1.68,2.45,103.01,50.14,78.87,-0.09
14,11.06,45.47,-13.08,-2.81,-0.14,2.62,105.52,41.28,78.87,-0.09
15,12.79,45.47,-13.08,-2.81,-0.14,2.62,105.52,41.28,79.23,0.22
16,12.79,44.27,-11.22,-2.11,1.98,2.62,105.52,41.28,79.23,0.22
17,12.79,44.27,-11.22,-2.11,1.98,2.47,104.09,43.73,79.67,0.22
18,12.02,44.35,-11.22,-2.11,1.98,2.47,104.09,43.73,79.67,0.14
19,12.02,44.35,-14.2,-2.23,1.27,2.47,104.09,43.73,79.67,0.14
20,12.02,44.35,-14.2,-2.23,1.27,0.96,107.63,41.76,79.95,0.06
21,11.04,39.24,-14.2,-2.23,1.27,0.96,107.63,41.76,79.95,0.06
22,11.04,39.24,-20.33,0.93,5.6,0.96,107.63,41.76,79.95,0.06
23,11.04,39.24,-20.33,0.93,5.6,1.9,121.87,25.93,80.22,-0.91
24,6.04,26.87,-61.54,31.53,5.6,1.9,121.87,25.93,80.22,-0.91

0,12.54,45.58,-6.62,0.91,5.3,1.62,100.25,51.82,66.6,1.02
1,12.54,45.58,-6.62,0.91,5.3,0.24,99.15,56.22,66.57,1.02
2,16.26,43.47,-12.6,0.91,5.3,0.24,99.15,56.22,66.57,0.2
3,16.26,43.47,-12.6,-3.9,3.97,-1.38,99.15,56.22,66.57,0.2
4,16.26,43.47,-12.6,-3.9,3.97,-1.38,105.37,51.45,66.41,-0.06
5,10.85,46.13,-3.16,3.15,3.97,-1.38,105.37,51.45,66.41,-0.06
6,10.85,46.13,-3.16,3.15,4.66,1.14,95.52,70.13,66.41,-0.06
7,14.36,46.13,-3.16,3.15,4.66,1.14,95.52,70.13,66.59,0.07
8,14.36,45.47,-11.71,-1.93,2.51,1.14,95.52,70.13,66.59,0.07
9,14.36,45.47,-11.71,-1.93,2.51,0.93,104.18,48.24,66.59,0.07
10,10.21,45.47,-11.71,-1.93,2.51,0.93,104.18,48.24,66.62,0.23
11,10.21,45.82,-6.66,3.86,6.21,0.93,104.18,48.24,66.62,0.23
12,10.21,45.82,-6.66,3.86,6.21,1.23,100.87,51.46,66.79,0.23
13,13.0,45.82,-6.66,3.86,6.21,1.23,100.87,51.46,66.79,0.06
14,13.0,44.13,-10.65,4.55,8.75,1.23,100.87,51.46,66.79,0.06
15,13.0,44.13,-10.65,4.55,8.75,-0.64,101.47,56.94,66.73,0.06
16,14.16,42.43,-10.65,4.55,8.75,-0.64,101.47,56.94,66.73,0.67
17,14.16,42.43,-8.13,-1.17,2.67,0.61,101.47,56.94,66.73,0.67
18,14.16,42.43,-8.13,-1.17,2.67,0.61,103.1,56.51,66.8,0.18
19,15.86,39.0,-8.13,-1.17,2.67,0.61,103.1,56.51,66.8,0.18
20,15.86,39.0,-22.05,0.3,4.18,2.47,103.1,56.51,66.8,0.18
21,15.86,39.0,-22.05,0.3,4.18,2.47,119.45,38.52,67.07,0.28
22,15.26,26.67,-45.16,0.3,4.18,2.47,119.45,38.52,67.07,0.28
23,15.26,26.67,-45.16,19.17,17.07,3.52,119.45,38.52,67.07,0.28
24,15.26,26.67,-45.16,19.17,17.07,3.52,81.47,93.31,67.77,-1.49

0,8.85,46.93,-11.72,-7.91,2.04,-3.37,102.2,48.86,52.03,-1.34
1,8.85,46.93,-11.72,-7.91,2.04,-3.37,104.72,50.35,51.82,2.07
2,11.08,44.48,-11.73,-7.91,2.04,-3.37,104.72,50.35,51.82,2.07
3,11.08,44.48,-11.73,-2.82,-0.36,1.12,105.11,50.35,51.82,2.07
4,14.63,44.48,-11.73,-2.82,-0.36,1.12,105.11,46.84,51.82,0.8
5,14.63,41.65,-13.6,-2.82,-0.36,1.12,105.11,46.84,51.82,0.8
6,14.63,41.65,-13.6,-3.24,0.82,0.35,107.65,46.84,51.82,0.8
7,10.27,41.65,-13.6,-3.24,0.82,0.35,107.65,48.25,51.85,0.22
8,10.27,45.42,-7.2,2.69,3.68,0.35,107.65,48.25,51.85,0.22
9,10.27,45.42,-7.2,2.69,3.68,0.49,99.55,57.06,52.03,0.12
10,13.23,45.2,-7.2,2.69,3.68,0.49,99.55,57.06,52.03,0.12
11,13.23,45.2,-13.32,-2.11,0.21,0.51,99.55,57.06,52.03,0.12
12,13.23,45.2,-13.32,-2.11,0.21,0.51,104.45,46.36,52.06,0.12
13,13.28,44.61,-13.32,-2.11,0.21,0.51,104.45,46.36,52.06,-0.8
14,13.28,44.61,-9.28,0.01,3.44,0.51,104.45,46.36,52.06,-0.8
15,13.28,44.61,-9.28,0.01,3.44,0.51,103.97,51.94,52.18,0.72
16,12.45,43.77,-9.28,0.01,3.44,0.51,103.97,51.94,52.18,0.72
17,12.45,43.77,-16.46,-1.32,2.57,1.79,110.59,51.94,52.18,0.72
18,12.45,43.77,-16.46,-1.32,2.57,1.79,110.59,40.8,52.52,0.22
19,14.31,39.45,-21.45,-1.32,2.57,1.79,110.59,40.8,52.52,0.22
20,14.31,39.45,-21.45,6.17,5.13,3.02,110.59,40.8,52.52,0.22
21,14.31,39.45,-21.45,6.17,5.13,3.02,121.39,31.58,52.89,-0.77
22,15.37,18.03,-47.72,6.17,5.13,3.02,121.39,31.58,52.89,-0.77
23,15.37,18.03,-47.72,28.57,13.54,4.72,82.03,31.58,52.89,-0.77
24,8.58,18.03,-47.72,28.57,13.54,4.72,82.03,93.45,53.6,-1.73

0,10.55,45.79,-16.55,4.79,0.07,-1.82,105.42,42.51,53.37,-0.43
1,10.55,45.79,-16.55,4.79,0.07,-1.82,111.04,36.06,53.11,0.26
2,12.63,45.62,-12.18,4.79,0.07,-1.82,111.04,36.06,53.11,0.26
3,12.63,45.62,-12.18,1.3,-2.74,-0.39,104.88,49.68,53.11,0.26
4,12.63,45.62,-12.18,1.3,-2.74,-0.39,104.88,49.68,52.96,0.06
5,13.41,45.73,-14.32,-3.97,-2.74,-0.39,104.88,49.68,52.96,0.06
6,13.41,45.73,-14.32,-3.97,-2.71,1.24,106.97,44.53,52.96,0.06
7,10.6,45.73,-14.32,-3.97,-2.71,1.24,106.97,44.53,53.15,-0.64
8,10.6,44.31,-12.05,-3.88,-1.96,1.24,106.97,44.53,53.15,-0.64
9,10.6,44.31,-12.05,-3.88,-1.96,2.87,105.39,45.14,53.51,-0.64
10,10.95,44.31,-12.05,-3.88,-1.96,2.87,105.39,45.14,53.51,0.0
11,10.95,43.64,-13.82,-3.81,-0.76,2.87,105.39,45.14,53.51,0.0
12,10.95,43.64,-13.82,-3.81,-0.76,1.72,107.62,41.78,53.91,0.0
13,12.51,40.26,-13.82,-3.81,-0.76,1.72,107.62,41.78,53.91,0.04
14,12.51,40.26,-17.83,-3.27,1.09,1.61,107.62,41.78,53.91,0.04
15,12.51,40.26,-17.83,-3.27,1.09,1.61,112.76,38.01,54.12,0.61
16,13.45,38.39,-24.82,-3.27,1.09,1.61,112.76,38.01,54.12,0.61
17,13.45,38.39,-24.82,-0.58,-1.06,3.8,112.76,38.01,54.12,0.61
18,13.45,38.39,-24.82,-0.58,-1.06,3.8,122.43,28.97,54.58,-0.62
19,11.84,36.66,-30.23,14.06,-1.06,3.8,122.43,28.97,54.58,-0.62
20,11.84,36.66,-30.23,14.06,5.1,3.21,141.87,21.97,54.58,-0.62
21,14.73,36.66,-30.23,14.06,5.1,3.21,141.87,21.97,55.2,-0.38
22,14.73,6.87,-58.18,44.94,5.1,3.21,141.87,21.97,55.2,-0.38
23,14.73,6.87,-58.18,44.94,8.22,5.43,-33.94,119.68,55.2,-0.38
24,14.73,6.87,-58.18,44.94,8.22,5.43,-33.94,119.68,55.85,0.28

0,5.72,48.66,-5.22,0.72,10.19,2.53,97.05,35.98,58.77,0.77
1,5.92,48.66,-5.22,0.72,10.19,2.53,97.05,35.98,58.77,-0.63
2,5.92,46.8,-7.35,-1.3,2.52,2.53,97.05,35.98,58.77,-0.63
3,5.92,46.8,-7.35,-1.3,2.52,-0.2,98.32,44.07,58.85,-0.63
4,4.95,45.23,-5.45,-1.3,2.52,-0.2,98.32,44.07,58.85,0.51
5,4.95,45.23,-5.45,-0.11,3.3,-0.68,96.75,44.07,58.85,0.51
6,4.95,45.23,-5.45,-0.11,3.3,-0.68,96.75,45.13,58.84,0.25
7,9.98,45.29,-7.65,-1.19,3.3,-0.68,96.75,45.13,58.84,0.25
8,9.98,45.29,-7.65,-1.19,-0.38,-1.28,99.34,52.61,58.84,0.25
9,8.17,45.29,-7.65,-1.19,-0.38,-1.28,99.34,52.61,58.61,0.2
10,8.17,46.53,-5.02,1.96,1.54,-1.28,99.34,52.61,58.61,0.2
11,8.17,46.53,-5.02,1.96,1.54,1.01,99.02,50.01,58.73,0.2
12,7.44,47.93,-5.02,1.96,1.54,1.01,99.02,50.01,58.73,0.15
13,7.44,47.93,-5.06,-0.08,-0.44,1.01,99.02,50.01,58.73,0.15
14,7.44,47.93,-5.06,-0.08,-0.44,1.59,95.57,56.68,58.95,0.15
15,6.56,47.91,-5.06,-0.08,-0.44,1.59,95.57,56.68,58.95,-0.57
16,6.56,47.91,-4.1,-1.43,0.85,-0.09,95.57,56.68,58.95,-0.57
17,6.56,47.91,-4.1,-1.43,0.85,-0.09,95.17,58.84,59.04,-0.57
18,7.08,46.63,-4.1,-1.43,0.85,-0.09,95.17,58.84,59.04,0.86
19,7.08,46.63,-7.05,-4.45,1.22,0.98,95.17,58.84,59.04,0.86
20,7.08,46.63,-7.05,-4.45,1.22,0.98,99.76,46.41,59.11,0.43
21,9.35,42.3,-19.43,-1.42,1.22,0.98,99.76,46.41,59.11,0.43
22,9.35,42.3,-19.43,-1.42,3.19,1.64,115.97,21.79,59.11,0.43
23,2.37,42.3,-19.43,-1.42,3.19,1.64,115.97,21.79,59.33,-1.75
24,2.37,32.56,-38.28,19.22,9.15,1.64,115.97,21.79,59.33,-1.75

0,11.03,46.01,-11.89,-3.23,1.56,-0.13,98.61,49.67,56.68,0.17
1,11.03,46.01,-11.89,-3.23,1.56,-0.13,104.76,42.42,56.66,0.53
2,8.58,44.19,-9.66,-3.23,1.56,-0.13,104.76,42.42,56.66,0.53
3,8.58,44.19,-9.66,1.39,3.13,1.14,104.76,42.42,56.66,0.53
4,8.58,44.19,-9.66,1.39,3.13,1.14,102.8,39.26,56.79,0.16
5,7.6,47.32,-8.58,1.39,3.13,1.14,102.8,39.26,56.79,0.16
6,7.6,47.32,-8.58,1.08,2.09,-0.13,100.4,39.26,56.79,0.16
7,7.6,47.32,-8.58,1.08,2.09,-0.13,100.4,46.73,56.83,0.31
8,9.7,45.55,-9.55,-0.82,2.09,-0.13,100.4,46.73,56.83,0.31
9,9.7,45.55,-9.55,-0.82,1.97,-0.46,100.87,46.73,56.83,0.31
10,9.7,45.55,-9.55,-0.82,1.97,-0.46,100.87,46.86,56.77,0.11
11,10.09,46.02,-9.15,0.03,2.64,-0.46,100.87,46.86,56.77,0.11
12,10.09,46.02,-9.15,0.03,2.64,-0.44,101.6,47.75,56.77,0.11
13,8.93,45.32,-9.15,0.03,2.64,-0.44,101.6,47.75,56.74,0.3
14,8.93,45.32,-11.77,-1.46,1.61,-0.01,101.6,47.75,56.74,0.3
15,8.93,45.32,-11.77,-1.46,1.61,-0.01,104.87,42.08,56.75,0.27
16,12.83,41.28,-11.77,-1.46,1.61,-0.01,104.87,42.08,56.75,0.27
17,12.83,41.28,-14.91,-0.07,2.32,-0.53,110.75,42.08,56.75,0.27
18,12.83,41.28,-14.91,-0.07,2.32,-0.53,110.75,37.78,56.71,-0.86
19,11.41,35.26,-26.72,-0.07,2.32,-0.53,110.75,37.78,56.71,-0.86
20,11.41,35.26,-26.72,5.14,1.25,1.1,128.3,37.78,56.71,-0.86
21,11.41,35.26,-26.72,5.14,1.25,1.1,128.3,23.52,56.86,-0.76
22,15.42,22.28,-47.67,28.45,1.25,1.1,128.3,23.52,56.86,-0.76
23,15.42,22.28,-47.67,28.45,4.8,2.07,157.37,18.46,56.86,-0.76
24,15.34,22.28,-47.67,28.45,4.8,2.07,157.37,18.46,57.03,0.18

0,10.41,45.36,-4.59,1.9,2.33,1.72,98.78,53.2,51.4,0.37
1,10.41,45.36,-4.59,1.9,2.33,0.14,98.23,56.85,51.45,0.37
2,12.44,45.47,-4.59,1.9,2.33,0.14,98.23,56.85,51.45,-0.7
3,12.44,45.47,-6.96,0.28,1.54,0.31,98.23,56.85,51.45,-0.7
4,12.44,45.47,-6.96,0.28,1.54,0.31,99.58,53.12,51.43,0.25
5,11.38,45.68,-7.68,0.28,1.54,0.31,99.58,53.12,51.43,0.25
6,11.38,45.68,-7.68,-2.74,-0.29,0.7,99.41,53.12,51.43,0.25
7,11.38,45.68,-7.68,-2.74,-0.29,0.7,99.41,54.65,51.51,0.26
8,10.86,46.14,-8.81,-2.82,-0.29,0.7,99.41,54.65,51.51,0.26
9,10.86,46.14,-8.81,-2.82,1.32,0.55,101.08,54.65,51.51,0.26
10,10.86,46.14,-8.81,-2.82,1.32,0.55,101.08,50.5,51.64,0.08
11,11.07,45.48,-8.43,-2.82,1.32,0.55,101.08,50.5,51.64,0.08
12,11.07,45.48,-8.43,0.13,2.55,0.6,101.08,50.5,51.64,0.08
13,11.07,45.48,-8.43,0.13,2.55,0.6,101.39,52.07,51.78,0.99
14,11.94,44.05,-13.19,-2.01,2.55,0.6,101.39,52.07,51.78,0.99
15,11.94,44.05,-13.19,-2.01,0.01,1.92,103.8,39.61,51.78,0.99
16,9.47,46.2,-13.19,-2.01,0.01,1.92,103.8,39.61,52.04,-0.81
17,9.47,46.2,-6.18,2.05,2.69,1.92,103.8,39.61,52.04,-0.81
18,9.47,46.2,-6.18,2.05,2.69,-0.07,99.47,56.22,52.12,-0.81
19,13.36,40.05,-6.18,2.05,2.69,-0.07,99.47,56.22,52.12,0.93
20,13.36,40.05,-20.65,-2.47,0.91,2.61,99.47,56.22,52.12,0.93
21,13.36,40.05,-20.65,-2.47,0.91,2.61,119.33,30.42,52.36,-1.0
22,6.88,27.4,-47.95,-2.47,0.91,2.61,119.33,30.42,52.36,-1.0
23,6.88,27.4,-47.95,23.88,22.3,0.83,149.73,30.42,52.36,-1.0
24,6.88,27.4,-47.95,23.88,22.3,0.83,149.73,12.76,52.66,-0.92

0,12.15,45.36,-4.8,-2.54,3.61,-2.22,100.41,54.7,36.19,0.19
1,11.26,44.71,-4.8,-2.54,3.61,-2.22,100.41,54.7,36.19,0.1
2,11.26,44.71,-10.55,-3.67,0.54,-0.07,100.41,54.7,36.19,0.1
3,11.26,44.71,-10.55,-3.67,0.54,-0.07,102.94,47.58,36.19,-0.0
4,12.52,43.7,-10.55,-3.67,0.54,-0.07,102.94,47.58,36.19,-0.0
5,12.52,43.7,-11.85,-4.3,1.64,0.85,102.94,47.58,36.19,-0.0
6,12.52,43.7,-11.85,-4.3,1.64,0.85,104.99,43.94,36.28,-0.7
7,8.98,44.03,-15.66,-4.3,1.64,0.85,104.99,43.94,36.28,-0.7
8,8.98,44.03,-15.66,-0.82,2.74,0.18,104.99,43.94,36.28,-0.7
9,8.98,44.03,-15.66,-0.82,2.74,0.18,110.44,32.79,36.45,1.19
10,10.6,42.76,-16.36,6.03,2.74,0.18,110.44,32.79,36.45,1.19
11,10.6,42.76,-16.36,6.03,-0.04,0.42,111.46,33.31,36.45,1.19
12,10.6,42.76,-16.36,6.03,-0.04,0.42,111.46,33.31,36.42,0.37
13,10.64,40.04,-8.4,12.8,-0.04,0.42,111.46,33.31,36.42,0.37
14,10.64,40.04,-8.4,12.8,-1.18,1.68,101.93,50.32,36.42,0.37
15,10.64,40.04,-8.4,12.8,-1.18,1.68,101.93,50.32,36.62,3.0
16,10.64,52.01,9.32,13.64,-2.87,1.68,101.93,50.32,36.62,3.0
17,10.64,52.01,9.32,13.64,-2.87,3.66,82.19,46.19,37.12,3.0
18,13.8,43.75,9.32,13.64,-2.87,3.66,82.19,46.19,37.12,0.06
19,13.8,43.75,-14.93,-7.63,2.29,3.66,82.19,46.19,37.12,0.06
20,13.8,43.75,-14.93,-7.63,2.29,0.81,105.58,51.65,37.3,0.06
21,9.33,22.85,-47.81,-7.63,2.29,0.81,105.58,51.65,37.3,0.2
22,9.33,22.85,-47.81,11.26,16.31,4.27,158.4,51.65,37.3,0.2
23,9.33,22.85,-47.81,11.26,16.31,4.27,158.4,11.87,37.85,-4.13
24,10.23,-15.42,-47.81,11.26,16.31,4.27,158.4,11.87,37.85,-4.13

0,9.09,46.01,-5.15,-4.63,3.09,-0.17,97.52,60.39,45.53,0.26
1,9.09,46.01,-5.15,-4.63,3.09,-0.17,96.77,62.45,45.55,0.26
2,12.92,44.8,-5.15,-4.63,3.09,-0.17,96.77,62.45,45.55,0.15
3,12.92,44.8,-7.34,-6.45,-0.09,-0.17,96.77,62.45,45.55,0.15
4,12.92,44.8,-7.34,-6.45,-0.09,0.12,97.0,61.23,45.57,0.15
5,11.86,45.62,-6.74,-6.45,-0.09,0.12,97.0,61.23,45.57,0.13
6,11.86,45.62,-6.74,-5.69,2.69,-0.03,98.95,61.23,45.57,0.13
7,11.86,45.62,-6.74,-5.69,2.69,-0.03,98.95,58.76,45.65,0.36
8,8.87,47.36,-7.64,-3.36,2.69,-0.03,98.95,58.76,45.65,0.36
9,8.87,47.36,-7.64,-3.36,1.47,1.12,99.1,52.63,45.65,0.36
10,13.25,47.36,-7.64,-3.36,1.47,1.12,99.1,52.63,45.81,0.9
11,13.25,45.86,-9.43,-4.34,2.67,1.12,99.1,52.63,45.81,0.9
12,13.25,45.86,-9.43,-4.34,2.67,0.43,101.37,54.88,45.79,0.9
13,9.97,45.86,-9.43,-4.34,2.67,0.43,101.37,54.88,45.79,0.04
14,9.97,46.35,-7.6,-1.51,3.42,0.43,101.37,54.88,45.79,0.04
15,9.97,46.35,-7.6,-1.51,3.42,0.13,99.6,55.84,45.79,0.04
16,11.84,44.13,-7.6,-1.51,3.42,0.13,99.6,55.84,45.98,0.22
17,11.84,44.13,-10.58,-3.83,3.09,0.01,104.34,55.84,45.98,0.22
18,11.84,44.13,-10.58,-3.83,3.09,0.01,104.34,46.01,46.02,0.89
19,12.44,42.21,-14.11,-1.7,3.09,0.01,104.34,46.01,46.02,0.89
20,12.44,42.21,-14.11,-1.7,3.34,0.69,108.16,44.78,46.02,0.89
21,13.72,42.21,-14.11,-1.7,3.34,0.69,108.16,44.78,46.1,0.13
22,13.72,36.33,-27.43,5.15,3.47,0.69,108.16,44.78,46.1,0.13
23,13.72,36.33,-27.43,5.15,3.47,4.11,127.19,28.7,46.1,0.13
24,14.54,36.33,-27.43,5.15,3.47,4.11,127.19,28.7,46.59,0.04
